date,opponent_team,opponent_league,team,league,team_game_no,opponent_score,team_score,win_loss,is_home
20220409,SLN,NL,PIT,NL,2,6,2,0,0
20220409,WAS,NL,NYN,NL,3,0,5,1,0
20220409,ANA,AL,HOU,AL,3,2,0,0,0
20220409,DET,AL,CHA,AL,2,2,5,1,0
20220409,KCA,AL,CLE,AL,2,1,0,0,0
20220409,MIN,AL,SEA,AL,2,3,4,1,0
20220409,NYA,AL,BOS,AL,2,4,2,0,0
20220409,TBA,AL,BAL,AL,2,5,3,0,0
20220409,TOR,AL,TEX,AL,2,4,3,0,0
20220410,ARI,NL,SDN,NL,4,5,10,1,0
20220410,ATL,NL,CIN,NL,4,3,6,1,0
20220410,CHN,NL,MIL,NL,3,4,5,1,0
20220410,COL,NL,LAN,NL,3,9,4,0,0
20220410,PHI,NL,OAK,AL,3,1,4,1,0
20220410,SFN,NL,MIA,NL,3,3,2,0,0
20220410,SLN,NL,PIT,NL,3,4,9,1,0
20220410,WAS,NL,NYN,NL,4,4,2,0,0
20220410,ANA,AL,HOU,AL,4,1,4,1,0
20220410,DET,AL,CHA,AL,3,1,10,1,0
20220410,KCA,AL,CLE,AL,3,3,17,1,0
20220410,MIN,AL,SEA,AL,3,10,4,0,0
20220410,NYA,AL,BOS,AL,3,3,4,1,0
20220410,TBA,AL,BAL,AL,3,8,0,0,0
20220410,TOR,AL,TEX,AL,3,6,12,1,0
20220411,ATL,NL,WAS,NL,5,2,11,1,0
20220411,PHI,NL,NYN,NL,5,5,4,0,0
20220411,SFN,NL,SDN,NL,5,2,4,1,0
20220411,ANA,AL,MIA,NL,4,6,2,0,0
20220411,BAL,AL,MIL,NL,4,2,0,0,0
20220411,DET,AL,BOS,AL,4,3,1,0,0
20220411,KCA,AL,CLE,AL,4,7,10,1,0
20220411,MIN,AL,SEA,AL,4,4,0,0,0
20220411,NYA,AL,TOR,AL,4,0,3,1,0
20220411,TBA,AL,OAK,AL,4,2,13,1,0
20220411,TEX,AL,COL,NL,4,4,6,1,0
20220412,ARI,NL,HOU,AL,5,1,2,1,0
20220412,ATL,NL,WAS,NL,6,16,4,0,0
20220412,CIN,NL,CLE,AL,5,5,10,1,0
20220412,PHI,NL,NYN,NL,6,0,2,1,0
20220412,PIT,NL,CHN,NL,4,1,2,1,0
20220412,SFN,NL,SDN,NL,6,13,2,0,0
20220412,SLN,NL,KCA,AL,5,6,5,0,0
20220412,ANA,AL,MIA,NL,5,4,3,0,0
20220412,BAL,AL,MIL,NL,5,4,5,1,0
20220412,CHA,AL,SEA,AL,5,3,2,0,0
20220412,DET,AL,BOS,AL,5,3,5,1,0
20220412,MIN,AL,LAN,NL,4,2,7,1,0
20220412,NYA,AL,TOR,AL,5,4,0,0,0
20220412,TBA,AL,OAK,AL,5,9,8,0,0
20220412,TEX,AL,COL,NL,5,1,4,1,0
20220413,ARI,NL,HOU,AL,6,3,2,0,0
20220413,ATL,NL,WAS,NL,7,1,3,1,0
20220413,CIN,NL,CLE,AL,6,3,7,1,0
20220413,PHI,NL,NYN,NL,7,6,9,1,0
20220413,PIT,NL,CHN,NL,5,6,2,0,0
20220413,SFN,NL,SDN,NL,7,2,1,0,0
20220413,BAL,AL,MIL,NL,6,2,4,1,0
20220413,CHA,AL,SEA,AL,6,6,4,0,0
20220413,DET,AL,BOS,AL,6,7,9,1,0
20220413,MIN,AL,LAN,NL,5,0,7,1,0
20220413,NYA,AL,TOR,AL,6,4,6,1,0
20220413,TBA,AL,OAK,AL,6,2,4,1,0
20220414,COL,NL,CHN,NL,6,2,5,1,0
20220414,LAN,NL,CIN,NL,7,9,3,0,0
20220414,MIA,NL,PHI,NL,7,4,3,0,0
20220414,MIL,NL,SLN,NL,5,5,1,0,0
20220414,PIT,NL,WAS,NL,8,9,4,0,0
20220414,SDN,NL,ATL,NL,8,12,1,0,0
20220414,CHA,AL,SEA,AL,7,1,5,1,0
20220414,KCA,AL,DET,AL,7,2,4,1,0
20220414,NYA,AL,TOR,AL,7,3,0,0,0
20220414,TBA,AL,OAK,AL,7,3,6,1,0
20220414,TEX,AL,ANA,AL,7,10,5,0,0
20220415,COL,NL,CHN,NL,7,6,5,0,0
20220415,LAN,NL,CIN,NL,8,3,1,0,0
20220415,MIA,NL,PHI,NL,8,7,1,0,0
20220415,MIL,NL,SLN,NL,6,1,10,1,0
20220415,NYN,NL,ARI,NL,7,10,3,0,0
20220415,PIT,NL,WAS,NL,9,2,7,1,0
20220415,SDN,NL,ATL,NL,9,2,5,1,0
20220415,BAL,AL,NYA,AL,8,2,1,0,0
20220415,BOS,AL,MIN,AL,7,4,8,1,0
20220415,CHA,AL,TBA,AL,8,3,2,0,0
20220415,CLE,AL,SFN,NL,7,1,4,1,0
20220415,KCA,AL,DET,AL,8,1,2,1,0
20220415,SEA,AL,HOU,AL,7,11,1,0,0
20220415,TEX,AL,ANA,AL,8,6,9,1,0
20220415,TOR,AL,OAK,AL,8,4,1,0,0
20220416,COL,NL,CHN,NL,8,9,6,0,0
20220416,LAN,NL,CIN,NL,9,5,2,0,0
20220416,MIA,NL,PHI,NL,9,3,10,1,0
20220416,MIL,NL,SLN,NL,7,1,2,1,0
20220416,NYN,NL,ARI,NL,8,2,3,1,0
20220416,PIT,NL,WAS,NL,10,6,4,0,0
20220416,SDN,NL,ATL,NL,10,2,5,1,0
20220416,BAL,AL,NYA,AL,9,2,5,1,0
20220416,BOS,AL,MIN,AL,8,4,0,0,0
20220416,CHA,AL,TBA,AL,9,3,2,0,0
20220416,CLE,AL,SFN,NL,8,2,4,1,0
20220416,KCA,AL,DET,AL,9,3,1,0,0
20220416,SEA,AL,HOU,AL,8,0,4,1,0
20220416,TEX,AL,ANA,AL,9,2,7,1,0
20220416,TOR,AL,OAK,AL,9,5,7,1,0
20220417,COL,NL,CHN,NL,9,4,6,1,0
20220417,LAN,NL,CIN,NL,10,9,1,0,0
20220417,MIA,NL,PHI,NL,10,11,3,0,0
20220417,MIL,NL,SLN,NL,8,6,5,0,0
20220417,NYN,NL,ARI,NL,9,5,0,0,0
20220417,PIT,NL,WAS,NL,11,5,3,0,0
20220417,SDN,NL,ATL,NL,11,2,1,0,0
20220417,BAL,AL,NYA,AL,10,5,0,0,0
20220417,BOS,AL,MIN,AL,9,8,1,0,0
20220417,CHA,AL,TBA,AL,10,3,9,1,0
20220417,CLE,AL,SFN,NL,9,1,8,1,0
20220417,SEA,AL,HOU,AL,9,7,2,0,0
20220417,TEX,AL,ANA,AL,10,3,8,1,0
20220417,TOR,AL,OAK,AL,10,4,3,0,0
20220418,CHN,NL,TBA,AL,11,4,2,0,0
20220418,COL,NL,PHI,NL,11,4,1,0,0
20220418,LAN,NL,ATL,NL,12,7,4,0,0
20220418,MIL,NL,PIT,NL,10,6,1,0,0
20220418,SDN,NL,CIN,NL,11,4,1,0,0
20220418,BOS,AL,MIN,AL,10,3,8,1,0
20220418,HOU,AL,ANA,AL,11,8,3,0,0
20220418,OAK,AL,BAL,AL,10,5,1,0,0
20220419,CHN,NL,TBA,AL,12,5,6,1,0
20220419,COL,NL,PHI,NL,12,6,5,0,0
20220419,LAN,NL,ATL,NL,13,1,3,1,0
20220419,MIA,NL,SLN,NL,9,1,5,1,0
20220419,MIL,NL,PIT,NL,11,5,2,0,0
20220419,NYN,NL,SFN,NL,10,5,4,0,0
20220419,NYN,NL,SFN,NL,11,3,1,0,0
20220419,SDN,NL,CIN,NL,12,6,2,0,0
20220419,WAS,NL,ARI,NL,10,6,1,0,0
20220419,WAS,NL,ARI,NL,11,1,0,0,0
20220419,BOS,AL,TOR,AL,11,2,1,0,0
20220419,DET,AL,NYA,AL,11,2,4,1,0
20220419,HOU,AL,ANA,AL,12,2,7,1,0
20220419,KCA,AL,MIN,AL,11,4,3,0,0
20220419,OAK,AL,BAL,AL,11,2,1,0,0
20220419,SEA,AL,TEX,AL,10,6,2,0,0
20220420,CHN,NL,TBA,AL,13,2,8,1,0
20220420,COL,NL,PHI,NL,13,6,9,1,0
20220420,LAN,NL,ATL,NL,14,5,1,0,0
20220420,MIA,NL,SLN,NL,10,0,2,1,0
20220420,MIL,NL,PIT,NL,12,4,2,0,0
20220420,NYN,NL,SFN,NL,12,2,5,1,0
20220420,SDN,NL,CIN,NL,13,6,0,0,0
20220420,WAS,NL,ARI,NL,12,2,11,1,0
20220420,BOS,AL,TOR,AL,12,1,6,1,0
20220420,CLE,AL,CHA,AL,10,11,1,0,0
20220420,CLE,AL,CHA,AL,11,2,1,0,0
20220420,DET,AL,NYA,AL,12,3,5,1,0
20220420,HOU,AL,ANA,AL,13,0,6,1,0
20220420,KCA,AL,MIN,AL,12,2,0,0,0
20220420,OAK,AL,BAL,AL,12,0,1,1,0
20220420,SEA,AL,TEX,AL,11,4,2,0,0
20220421,CHN,NL,PIT,NL,13,3,4,1,0
20220421,MIA,NL,SLN,NL,11,5,0,0,0
20220421,NYN,NL,SFN,NL,13,6,2,0,0
20220421,WAS,NL,ARI,NL,13,3,4,1,0
20220421,BOS,AL,TOR,AL,13,2,3,1,0
20220421,CLE,AL,CHA,AL,12,6,3,0,0
20220421,DET,AL,NYA,AL,13,3,0,0,0
20220421,KCA,AL,MIN,AL,13,0,1,1,0
20220421,OAK,AL,BAL,AL,13,6,4,0,0
20220421,SEA,AL,TEX,AL,12,6,8,1,0
20220422,ARI,NL,NYN,NL,15,5,6,1,0
20220422,ATL,NL,MIA,NL,13,3,0,0,0
20220422,CHN,NL,PIT,NL,14,2,4,1,0
20220422,CIN,NL,SLN,NL,12,2,4,1,0
20220422,PHI,NL,MIL,NL,14,4,2,0,0
20220422,SDN,NL,LAN,NL,13,1,6,1,0
20220422,WAS,NL,SFN,NL,14,1,7,1,0
20220422,ANA,AL,BAL,AL,14,3,5,1,0
20220422,HOU,AL,TOR,AL,14,3,4,1,0
20220422,MIN,AL,CHA,AL,13,2,1,0,0
20220422,NYA,AL,CLE,AL,13,4,1,0,0
20220422,OAK,AL,TEX,AL,13,1,8,1,0
20220422,SEA,AL,KCA,AL,12,4,1,0,0
20220422,TBA,AL,BOS,AL,14,3,4,1,0
20220423,ARI,NL,NYN,NL,16,5,2,0,0
20220423,ATL,NL,MIA,NL,14,7,9,1,0
20220423,CHN,NL,PIT,NL,15,21,0,0,0
20220423,CIN,NL,SLN,NL,13,0,5,1,0
20220423,PHI,NL,MIL,NL,15,3,5,1,0
20220423,SDN,NL,LAN,NL,14,3,2,0,0
20220423,WAS,NL,SFN,NL,15,2,5,1,0
20220423,ANA,AL,BAL,AL,15,4,5,1,0
20220423,DET,AL,COL,NL,13,13,0,0,0
20220423,DET,AL,COL,NL,14,2,3,1,0
20220423,HOU,AL,TOR,AL,15,2,3,1,0
20220423,MIN,AL,CHA,AL,14,9,2,0,0
20220423,NYA,AL,CLE,AL,14,5,4,0,0
20220423,OAK,AL,TEX,AL,14,0,2,1,0
20220423,SEA,AL,KCA,AL,13,13,7,0,0
20220423,TBA,AL,BOS,AL,15,3,2,0,0
20220424,ARI,NL,NYN,NL,17,2,6,1,0
20220424,ATL,NL,MIA,NL,15,4,5,1,0
20220424,CHN,NL,PIT,NL,16,3,4,1,0
20220424,CIN,NL,SLN,NL,14,4,1,0,0
20220424,PHI,NL,MIL,NL,16,0,1,1,0
20220424,SDN,NL,LAN,NL,15,2,10,1,0
20220424,WAS,NL,SFN,NL,16,3,12,1,0
20220424,ANA,AL,BAL,AL,16,7,6,0,0
20220424,DET,AL,COL,NL,15,2,6,1,0
20220424,HOU,AL,TOR,AL,16,8,7,0,0
20220424,MIN,AL,CHA,AL,15,6,4,0,0
20220424,NYA,AL,CLE,AL,15,10,2,0,0
20220424,OAK,AL,TEX,AL,15,2,0,0,0
20220424,SEA,AL,KCA,AL,14,5,4,0,0
20220424,TBA,AL,BOS,AL,16,5,2,0,0
20220425,ARI,NL,LAN,NL,16,0,4,1,0
20220425,MIL,NL,SFN,NL,17,2,4,1,0
20220425,PHI,NL,COL,NL,16,8,2,0,0
20220425,SLN,NL,NYN,NL,18,2,5,1,0
20220425,ANA,AL,CLE,AL,16,3,0,0,0
20220425,TEX,AL,HOU,AL,16,6,2,0,0
20220425,TOR,AL,BOS,AL,17,6,2,0,0
20220426,ARI,NL,LAN,NL,17,5,3,0,0
20220426,ATL,NL,CHN,NL,17,3,1,0,0
20220426,CIN,NL,SDN,NL,18,6,9,1,0
20220426,PHI,NL,COL,NL,17,10,3,0,0
20220426,PIT,NL,MIL,NL,18,8,12,1,0
20220426,SFN,NL,OAK,AL,18,8,2,0,0
20220426,SLN,NL,NYN,NL,19,0,3,1,0
20220426,WAS,NL,MIA,NL,16,2,5,1,0
20220426,ANA,AL,CLE,AL,17,4,1,0,0
20220426,CHA,AL,KCA,AL,15,0,6,1,0
20220426,MIN,AL,DET,AL,16,5,4,0,0
20220426,NYA,AL,BAL,AL,17,12,8,0,0
20220426,TBA,AL,SEA,AL,17,4,8,1,0
20220426,TEX,AL,HOU,AL,17,1,5,1,0
20220426,TOR,AL,BOS,AL,18,6,5,0,0
20220427,ARI,NL,LAN,NL,18,3,1,0,0
20220427,ATL,NL,CHN,NL,18,3,6,1,0
20220427,CIN,NL,SDN,NL,19,5,8,1,0
20220427,PHI,NL,COL,NL,18,7,3,0,0
20220427,PIT,NL,MIL,NL,19,1,3,1,0
20220427,SFN,NL,OAK,AL,19,0,1,1,0
20220427,SLN,NL,NYN,NL,20,10,5,0,0
20220427,WAS,NL,MIA,NL,17,1,2,1,0
20220427,ANA,AL,CLE,AL,18,9,5,0,0
20220427,CHA,AL,KCA,AL,16,7,3,0,0
20220427,MIN,AL,DET,AL,17,5,0,0,0
20220427,NYA,AL,BAL,AL,18,5,2,0,0
20220427,TBA,AL,SEA,AL,18,3,2,0,0
20220427,TEX,AL,HOU,AL,18,3,4,1,0
20220427,TOR,AL,BOS,AL,19,1,7,1,0
20220428,ATL,NL,CHN,NL,19,5,1,0,0
20220428,CIN,NL,SDN,NL,20,5,7,1,0
20220428,PHI,NL,COL,NL,19,7,1,0,0
20220428,PIT,NL,MIL,NL,20,2,3,1,0
20220428,SLN,NL,ARI,NL,20,8,3,0,0
20220428,WAS,NL,MIA,NL,18,2,3,1,0
20220428,ANA,AL,CLE,AL,19,4,1,0,0
20220428,CHA,AL,KCA,AL,17,2,5,1,0
20220428,MIN,AL,DET,AL,18,7,1,0,0
20220428,NYA,AL,BAL,AL,19,10,5,0,0
20220428,TBA,AL,SEA,AL,19,2,1,0,0
20220428,TEX,AL,HOU,AL,19,2,3,1,0
20220428,TOR,AL,BOS,AL,20,1,0,0,0
20220429,COL,NL,CIN,NL,20,10,4,0,0
20220429,LAN,NL,DET,AL,19,5,1,0,0
20220429,MIA,NL,SEA,AL,20,8,6,0,0
20220429,MIL,NL,CHN,NL,20,11,1,0,0
20220429,NYN,NL,PHI,NL,21,3,0,0,0
20220429,PIT,NL,SDN,NL,21,3,7,1,0
20220429,SFN,NL,WAS,NL,22,4,14,1,0
20220429,SLN,NL,ARI,NL,21,2,6,1,0
20220429,BAL,AL,BOS,AL,21,1,3,1,0
20220429,CHA,AL,ANA,AL,21,1,5,1,0
20220429,KCA,AL,NYA,AL,20,2,12,1,0
20220429,OAK,AL,CLE,AL,20,8,9,1,0
20220429,TBA,AL,MIN,AL,20,6,1,0,0
20220429,TEX,AL,ATL,NL,21,3,6,1,0
20220429,TOR,AL,HOU,AL,20,7,11,1,0
20220430,COL,NL,CIN,NL,21,4,3,0,0
20220430,LAN,NL,DET,AL,20,1,5,1,0
20220430,MIA,NL,SEA,AL,21,3,1,0,0
20220430,MIL,NL,CHN,NL,21,9,1,0,0
20220430,NYN,NL,PHI,NL,22,1,4,1,0
20220430,PIT,NL,SDN,NL,22,7,6,0,0
20220430,SFN,NL,WAS,NL,23,9,3,0,0
20220430,SLN,NL,ARI,NL,22,0,2,1,0
20220430,BAL,AL,BOS,AL,22,2,1,0,0
20220430,CHA,AL,ANA,AL,22,4,0,0,0
20220430,KCA,AL,NYA,AL,21,0,3,1,0
20220430,OAK,AL,CLE,AL,21,1,3,1,0
20220430,TBA,AL,MIN,AL,21,1,9,1,0
20220430,TEX,AL,ATL,NL,22,3,1,0,0
20220430,TOR,AL,HOU,AL,21,2,1,0,0
20220501,COL,NL,CIN,NL,22,10,1,0,0
20220501,LAN,NL,DET,AL,21,6,3,0,0
20220501,MIA,NL,SEA,AL,22,3,7,1,0
20220501,MIL,NL,CHN,NL,22,0,2,1,0
20220501,NYN,NL,PHI,NL,23,10,6,0,0
20220501,PIT,NL,SDN,NL,23,2,5,1,0
20220501,SFN,NL,WAS,NL,24,5,11,1,0
20220501,SLN,NL,ARI,NL,23,7,5,0,0
20220501,BAL,AL,BOS,AL,23,9,5,0,0
20220501,CHA,AL,ANA,AL,23,5,6,1,0
20220501,KCA,AL,NYA,AL,22,4,6,1,0
20220501,OAK,AL,CLE,AL,22,3,7,1,0
20220501,TBA,AL,MIN,AL,22,3,9,1,0
20220501,TEX,AL,ATL,NL,23,7,3,0,0
20220501,TOR,AL,HOU,AL,22,3,2,0,0
20220502,MIA,NL,ARI,NL,24,4,5,1,0
20220502,NYN,NL,ATL,NL,24,2,5,1,0
20220502,SLN,NL,KCA,AL,21,1,0,0,0
20220502,BAL,AL,MIN,AL,23,1,2,1,0
20220502,CHA,AL,ANA,AL,24,3,0,0,0
20220502,HOU,AL,SEA,AL,23,3,0,0,0
20220502,OAK,AL,TBA,AL,23,1,6,1,0
20220502,TOR,AL,NYA,AL,23,2,3,1,0
20220503,CHN,NL,CHA,AL,23,1,3,1,0
20220503,COL,NL,WAS,NL,25,2,10,1,0
20220503,LAN,NL,SFN,NL,23,3,1,0,0
20220503,MIA,NL,ARI,NL,25,4,5,1,0
20220503,MIL,NL,CIN,NL,23,6,3,0,0
20220503,NYN,NL,ATL,NL,25,5,4,0,0
20220503,NYN,NL,ATL,NL,26,3,0,0,0
20220503,PHI,NL,TEX,AL,23,4,6,1,0
20220503,BAL,AL,MIN,AL,24,2,7,1,0
20220503,BOS,AL,ANA,AL,25,4,0,0,0
20220503,HOU,AL,SEA,AL,24,4,0,0,0
20220503,KCA,AL,SLN,NL,23,7,1,0,0
20220503,OAK,AL,TBA,AL,24,7,10,1,0
20220503,TOR,AL,NYA,AL,24,1,9,1,0
20220504,CHN,NL,CHA,AL,24,3,4,1,0
20220504,COL,NL,WAS,NL,26,5,2,0,0
20220504,LAN,NL,SFN,NL,24,9,1,0,0
20220504,MIA,NL,ARI,NL,26,7,8,1,0
20220504,MIL,NL,CIN,NL,24,18,4,0,0
20220504,NYN,NL,ATL,NL,27,2,9,1,0
20220504,PHI,NL,TEX,AL,24,1,2,1,0
20220504,BAL,AL,MIN,AL,25,9,4,0,0
20220504,BOS,AL,ANA,AL,26,5,10,1,0
20220504,CLE,AL,SDN,NL,24,4,5,1,0
20220504,CLE,AL,SDN,NL,25,6,5,0,0
20220504,DET,AL,PIT,NL,23,3,2,0,0
20220504,DET,AL,PIT,NL,24,2,7,1,0
20220504,HOU,AL,SEA,AL,25,7,2,0,0
20220504,KCA,AL,SLN,NL,24,0,10,1,0
20220504,OAK,AL,TBA,AL,25,0,3,1,0
20220504,TOR,AL,NYA,AL,25,2,1,0,0
20220505,COL,NL,WAS,NL,27,9,7,0,0
20220505,MIL,NL,CIN,NL,25,10,5,0,0
20220505,PHI,NL,NYN,NL,28,7,8,1,0
20220505,SDN,NL,MIA,NL,25,2,1,0,0
20220505,SFN,NL,SLN,NL,25,1,7,1,0
20220505,BAL,AL,MIN,AL,26,5,3,0,0
20220505,BOS,AL,ANA,AL,27,0,8,1,0
20220505,CLE,AL,TOR,AL,27,6,5,0,0
20220505,HOU,AL,DET,AL,24,3,2,0,0
20220505,SEA,AL,TBA,AL,26,3,4,1,0
20220506,ARI,NL,COL,NL,26,4,1,0,0
20220506,ATL,NL,MIL,NL,27,3,6,1,0
20220506,SDN,NL,MIA,NL,26,3,2,0,0
20220506,SFN,NL,SLN,NL,26,2,3,1,0
20220506,ANA,AL,WAS,NL,28,3,0,0,0
20220506,BOS,AL,CHA,AL,25,2,4,1,0
20220506,HOU,AL,DET,AL,25,3,2,0,0
20220506,MIN,AL,OAK,AL,26,2,1,0,0
20220506,SEA,AL,TBA,AL,27,7,8,1,0
20220507,ARI,NL,COL,NL,27,1,4,1,0
20220507,ATL,NL,MIL,NL,28,3,2,0,0
20220507,CHN,NL,LAN,NL,24,0,7,1,0
20220507,CHN,NL,LAN,NL,25,2,6,1,0
20220507,CIN,NL,PIT,NL,25,9,2,0,0
20220507,CIN,NL,PIT,NL,26,5,8,1,0
20220507,SDN,NL,MIA,NL,27,0,8,1,0
20220507,SFN,NL,SLN,NL,27,13,7,0,0
20220507,ANA,AL,WAS,NL,29,3,7,1,0
20220507,BOS,AL,CHA,AL,26,1,3,1,0
20220507,CLE,AL,TOR,AL,28,3,8,1,0
20220507,CLE,AL,TOR,AL,29,8,2,0,0
20220507,HOU,AL,DET,AL,26,3,2,0,0
20220507,MIN,AL,OAK,AL,27,1,0,0,0
20220507,SEA,AL,TBA,AL,28,2,8,1,0
20220508,ARI,NL,COL,NL,28,4,0,0,0
20220508,ATL,NL,MIL,NL,29,9,2,0,0
20220508,CHN,NL,LAN,NL,26,1,7,1,0
20220508,CIN,NL,PIT,NL,27,7,3,0,0
20220508,PHI,NL,NYN,NL,29,3,2,0,0
20220508,PHI,NL,NYN,NL,30,1,6,1,0
20220508,SDN,NL,MIA,NL,28,3,2,0,0
20220508,SFN,NL,SLN,NL,28,4,3,0,0
20220508,ANA,AL,WAS,NL,30,5,4,0,0
20220508,BAL,AL,KCA,AL,24,4,6,1,0
20220508,BAL,AL,KCA,AL,25,4,2,0,0
20220508,BOS,AL,CHA,AL,27,2,3,1,0
20220508,CLE,AL,TOR,AL,30,4,3,0,0
20220508,HOU,AL,DET,AL,27,5,0,0,0
20220508,MIN,AL,OAK,AL,28,4,3,0,0
20220508,NYA,AL,TEX,AL,25,2,1,0,0
20220508,NYA,AL,TEX,AL,26,2,4,1,0
20220508,SEA,AL,TBA,AL,29,2,1,0,0
20220509,ARI,NL,MIA,NL,29,4,3,0,0
20220509,CIN,NL,MIL,NL,30,10,5,0,0
20220509,PIT,NL,LAN,NL,27,5,1,0,0
20220509,SDN,NL,CHN,NL,28,0,6,1,0
20220509,SFN,NL,COL,NL,29,8,5,0,0
20220509,ANA,AL,TBA,AL,30,11,3,0,0
20220509,BAL,AL,KCA,AL,26,6,1,0,0
20220509,CHA,AL,CLE,AL,29,9,12,1,0
20220509,DET,AL,OAK,AL,29,0,2,1,0
20220509,NYA,AL,TEX,AL,27,1,0,0,0
20220509,SEA,AL,PHI,NL,29,0,9,1,0
20220510,ARI,NL,MIA,NL,30,9,3,0,0
20220510,ATL,NL,BOS,AL,30,4,9,1,0
20220510,CIN,NL,MIL,NL,31,4,5,1,0
20220510,PIT,NL,LAN,NL,28,1,11,1,0
20220510,SDN,NL,CHN,NL,29,5,4,0,0
20220510,SFN,NL,COL,NL,30,9,2,0,0
20220510,SLN,NL,BAL,AL,30,3,5,1,0
20220510,WAS,NL,NYN,NL,31,2,4,1,0
20220510,ANA,AL,TBA,AL,31,12,0,0,0
20220510,CHA,AL,CLE,AL,30,4,1,0,0
20220510,DET,AL,OAK,AL,30,6,0,0,0
20220510,DET,AL,OAK,AL,31,1,4,1,0
20220510,MIN,AL,HOU,AL,30,0,5,1,0
20220510,NYA,AL,TOR,AL,31,6,5,0,0
20220510,SEA,AL,PHI,NL,30,5,4,0,0
20220510,TEX,AL,KCA,AL,27,6,4,0,0
20220511,ARI,NL,MIA,NL,31,3,11,1,0
20220511,ATL,NL,BOS,AL,31,5,3,0,0
20220511,CIN,NL,MIL,NL,32,14,11,0,0
20220511,PIT,NL,LAN,NL,29,5,3,0,0
20220511,SDN,NL,CHN,NL,30,5,7,1,0
20220511,SFN,NL,COL,NL,31,7,1,0,0
20220511,SLN,NL,BAL,AL,31,10,1,0,0
20220511,WAS,NL,NYN,NL,32,8,3,0,0
20220511,ANA,AL,TBA,AL,32,2,4,1,0
20220511,DET,AL,OAK,AL,32,0,9,1,0
20220511,MIN,AL,HOU,AL,31,3,11,1,0
20220511,NYA,AL,TOR,AL,32,5,3,0,0
20220511,SEA,AL,PHI,NL,31,2,4,1,0
20220511,TEX,AL,KCA,AL,28,2,8,1,0
20220512,LAN,NL,PHI,NL,32,7,9,1,0
20220512,PIT,NL,CIN,NL,32,0,4,1,0
20220512,SLN,NL,BAL,AL,32,2,3,1,0
20220512,WAS,NL,NYN,NL,33,1,4,1,0
20220512,CHA,AL,NYA,AL,31,7,15,1,0
20220512,DET,AL,OAK,AL,33,3,5,1,0
20220512,MIN,AL,HOU,AL,32,0,5,1,0
20220512,TEX,AL,KCA,AL,29,3,1,0,0
20220513,ARI,NL,CHN,NL,31,4,3,0,0
20220513,ATL,NL,SDN,NL,33,6,11,1,0
20220513,COL,NL,KCA,AL,30,10,14,1,0
20220513,LAN,NL,PHI,NL,33,10,12,1,0
20220513,MIA,NL,MIL,NL,33,1,2,1,0
20220513,NYN,NL,SEA,AL,33,1,2,1,0
20220513,PIT,NL,CIN,NL,33,2,8,1,0
20220513,SLN,NL,SFN,NL,32,2,8,1,0
20220513,WAS,NL,HOU,AL,33,1,6,1,0
20220513,CHA,AL,NYA,AL,32,4,10,1,0
20220513,DET,AL,BAL,AL,33,4,2,0,0
20220513,MIN,AL,CLE,AL,31,12,8,0,0
20220513,OAK,AL,ANA,AL,34,0,2,1,0
20220513,TBA,AL,TOR,AL,33,5,2,0,0
20220513,TEX,AL,BOS,AL,32,1,7,1,0
20220514,ARI,NL,CHN,NL,32,2,4,1,0
20220514,ATL,NL,SDN,NL,34,6,5,0,0
20220514,COL,NL,KCA,AL,31,10,4,0,0
20220514,LAN,NL,PHI,NL,34,3,8,1,0
20220514,MIA,NL,MIL,NL,34,9,3,0,0
20220514,NYN,NL,SEA,AL,34,5,4,0,0
20220514,PIT,NL,CIN,NL,34,3,1,0,0
20220514,SLN,NL,SFN,NL,33,4,0,0,0
20220514,WAS,NL,HOU,AL,34,13,6,0,0
20220514,CHA,AL,NYA,AL,33,3,2,0,0
20220514,DET,AL,BAL,AL,34,3,0,0,0
20220514,MIN,AL,CLE,AL,32,2,3,1,0
20220514,OAK,AL,ANA,AL,35,4,3,0,0
20220514,OAK,AL,ANA,AL,36,1,9,1,0
20220514,TBA,AL,TOR,AL,34,1,5,1,0
20220514,TEX,AL,BOS,AL,33,3,11,1,0
20220515,ARI,NL,CHN,NL,33,2,3,1,0
20220515,ATL,NL,SDN,NL,35,3,7,1,0
20220515,COL,NL,KCA,AL,32,7,8,1,0
20220515,LAN,NL,PHI,NL,35,5,4,0,0
20220515,MIA,NL,MIL,NL,35,3,7,1,0
20220515,NYN,NL,SEA,AL,35,7,8,1,0
20220515,PIT,NL,CIN,NL,35,1,0,0,0
20220515,SLN,NL,SFN,NL,34,15,6,0,0
20220515,WAS,NL,HOU,AL,35,0,8,1,0
20220515,CHA,AL,NYA,AL,34,1,5,1,0
20220515,DET,AL,BAL,AL,35,5,1,0,0
20220515,MIN,AL,CLE,AL,33,3,1,0,0
20220515,OAK,AL,ANA,AL,37,1,4,1,0
20220515,TBA,AL,TOR,AL,35,3,0,0,0
20220515,TEX,AL,BOS,AL,34,7,1,0,0
20220516,CHN,NL,PIT,NL,35,9,0,0,0
20220516,COL,NL,SFN,NL,35,6,7,1,0
20220516,LAN,NL,ARI,NL,36,5,4,0,0
20220516,MIA,NL,WAS,NL,37,8,2,0,0
20220516,MIL,NL,ATL,NL,36,1,0,0,0
20220516,BAL,AL,NYA,AL,35,2,6,1,0
20220516,BOS,AL,HOU,AL,36,6,3,0,0
